9.121274616621477538e-01,4.843791838550692841e-02
4.374981203622186898e-01,9.648169243315607435e-02
5.704211536560358509e-01,5.009597447078633081e-01
2.101070877837283302e-01,6.001055856644162967e-01
5.540382765960544242e-01,9.346830230020684027e-01
2.380250927198706012e-01,6.027224658855576678e-01
3.945959200716644411e-01,4.618262810412248065e-01
1.730650919195397819e-02,9.126660411179119414e-01
3.724284407454119261e-01,1.177705964504216496e-01
8.476861490096010421e-01,7.378281680146001609e-01
5.287745729450600285e-01,3.576885894061762050e-01
5.930374525046355760e-01,3.054853283588584434e-01
7.561625636455092669e-01,6.272541546446115390e-01
9.412332336317652537e-01,4.390762951277414894e-01
4.905642331721608018e-01,7.554813033832818991e-02
5.581150851233543930e-01,8.896566774725753746e-01
1.595708462584857212e-01,1.426271626347979105e-01
9.008342202319875591e-01,7.608647840955869990e-01
4.061225374304079372e-01,1.980226646676233049e-01
9.784693664705285121e-01,4.817667438406384450e-01
9.487525556228881829e-02,5.720400169797164036e-01
7.139347793690252741e-01,8.567322739722004199e-01
6.297209989776761940e-01,1.244559475696850326e-01
3.968805351130644254e-02,6.019522613671495215e-01
2.029055995167262649e-01,5.869881625223325461e-01
4.723417030276980677e-01,9.027338594883221878e-01
1.225289792883029749e-01,7.599925579660772312e-01
3.503222763301425680e-01,3.023355260065656580e-01
6.293376409612285727e-01,4.466976222377182504e-01
6.649163562147679674e-01,6.691656080851898780e-01
4.929073835131804193e-01,7.806562286226279568e-01
1.599530225401994965e-01,2.121705719721159733e-01
1.159650678379331445e-01,4.992178785656558038e-01
3.720294823914810367e-01,5.003742906172906624e-01
8.927648023627049456e-01,4.875273820859918894e-01
1.512378112512828832e-01,1.310557576802875435e-01
2.261771115205533089e-01,7.058812091482610240e-01
6.410972586175565091e-01,6.717549715074598859e-01
7.791082582936936785e-02,9.913851483442467361e-01
3.502014998598583784e-01,8.249320564576814174e-01
6.668789594168245127e-02,8.016163690369941808e-01
3.002833173923284971e-01,8.341187933138424215e-01
2.692150253094439671e-01,9.795681495368740999e-01
6.435881750979347560e-01,2.728310735889335481e-01
4.161929387968665850e-02,6.512988892939645114e-01
8.717344855673885284e-01,4.937611775601067343e-01
3.926592080860136225e-01,7.584913039794850542e-01
6.218594898045036734e-01,1.829966197114094584e-01
1.514873285535636160e-01,1.807791941661973656e-01
4.083115891659923058e-01,9.435058866189264259e-01
