0,22
0,47
0,43
0,13
0,11
1,14
1,8
1,18
1,22
1,47
2,28
2,10
2,6
2,37
2,29
3,24
3,5
3,36
3,20
3,32
4,15
4,25
4,49
4,30
4,21
5,3
5,24
5,36
5,20
5,32
6,33
6,27
6,10
6,2
6,5
7,38
7,40
7,26
7,42
7,44
8,1
8,18
8,14
8,27
8,16
9,17
9,12
9,21
9,29
9,37
10,11
10,28
10,43
10,2
10,6
11,43
11,10
11,47
11,28
11,22
12,29
12,37
12,9
12,45
12,34
13,19
13,34
13,45
13,12
13,28
14,1
14,8
14,22
14,18
14,47
15,4
15,25
15,30
15,49
15,21
16,35
16,48
16,31
16,8
16,27
17,9
17,12
17,21
17,29
17,45
18,8
18,1
18,27
18,14
18,10
19,13
19,34
19,45
19,12
19,9
20,23
20,32
20,44
20,24
20,3
21,15
21,4
21,9
21,29
21,37
22,47
22,14
22,43
22,11
22,1
23,44
23,20
23,32
23,24
23,3
24,3
24,5
24,20
24,36
24,32
25,49
25,15
25,4
25,30
25,39
26,40
26,36
26,44
26,23
26,3
27,18
27,6
27,8
27,10
27,33
28,2
28,10
28,11
28,43
28,12
29,37
29,12
29,2
29,21
29,9
30,46
30,25
30,15
30,39
30,4
31,48
31,16
31,35
31,27
31,8
32,20
32,24
32,23
32,3
32,5
33,6
33,5
33,24
33,3
33,2
34,45
34,13
34,19
34,12
34,9
35,16
35,48
35,31
35,8
35,27
36,5
36,3
36,26
36,24
36,41
37,29
37,12
37,30
37,2
37,21
38,7
38,40
38,42
38,26
38,41
39,41
39,46
39,49
39,25
39,30
40,26
40,7
40,44
40,36
40,38
41,39
41,46
41,36
41,42
41,49
42,49
42,41
42,39
42,38
42,25
43,11
43,47
43,10
43,22
43,28
44,23
44,20
44,26
44,40
44,32
45,34
45,13
45,19
45,12
45,9
46,39
46,30
46,41
46,25
46,36
47,22
47,43
47,11
47,14
47,10
48,31
48,16
48,35
48,8
48,27
49,25
49,39
49,42
49,4
49,41
