0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.333333333333333148e-01
2.500000000000000000e-01,6.666666666666666297e-01
7.500000000000000000e-01,1.111111111111111049e-01
1.250000000000000000e-01,4.444444444444444198e-01
6.250000000000000000e-01,7.777777777777776791e-01
3.750000000000000000e-01,2.222222222222222099e-01
8.750000000000000000e-01,5.555555555555555802e-01
6.250000000000000000e-02,8.888888888888888395e-01
5.625000000000000000e-01,3.703703703703703498e-02
3.125000000000000000e-01,3.703703703703703498e-01
8.125000000000000000e-01,7.037037037037037202e-01
1.875000000000000000e-01,1.481481481481481399e-01
6.875000000000000000e-01,4.814814814814814548e-01
4.375000000000000000e-01,8.148148148148146586e-01
9.375000000000000000e-01,2.592592592592592449e-01
3.125000000000000000e-02,5.925925925925925597e-01
5.312500000000000000e-01,9.259259259259258190e-01
2.812500000000000000e-01,7.407407407407406996e-02
7.812500000000000000e-01,4.074074074074073848e-01
1.562500000000000000e-01,7.407407407407406996e-01
6.562500000000000000e-01,1.851851851851851749e-01
4.062500000000000000e-01,5.185185185185184897e-01
9.062500000000000000e-01,8.518518518518517491e-01
9.375000000000000000e-02,2.962962962962962798e-01
5.937500000000000000e-01,6.296296296296296502e-01
3.437500000000000000e-01,9.629629629629629095e-01
8.437500000000000000e-01,1.234567901234567833e-02
2.187500000000000000e-01,3.456790123456789932e-01
7.187500000000000000e-01,6.790123456790122525e-01
4.687500000000000000e-01,1.234567901234567833e-01
9.687500000000000000e-01,4.567901234567900981e-01
1.562500000000000000e-02,7.901234567901234129e-01
5.156250000000000000e-01,2.345679012345678882e-01
2.656250000000000000e-01,5.679012345679013141e-01
7.656250000000000000e-01,9.012345679012345734e-01
1.406250000000000000e-01,4.938271604938271331e-02
6.406250000000000000e-01,3.827160493827160281e-01
3.906250000000000000e-01,7.160493827160494540e-01
8.906250000000000000e-01,1.604938271604938183e-01
7.812500000000000000e-02,4.938271604938271331e-01
5.781250000000000000e-01,8.271604938271603924e-01
3.281250000000000000e-01,2.716049382716049232e-01
8.281250000000000000e-01,6.049382716049382935e-01
2.031250000000000000e-01,9.382716049382715529e-01
7.031250000000000000e-01,8.641975308641974829e-02
4.531250000000000000e-01,4.197530864197530631e-01
9.531250000000000000e-01,7.530864197530864335e-01
4.687500000000000000e-02,1.975308641975308532e-01
5.468750000000000000e-01,5.308641975308641126e-01
